searchAppearance,clicks,impressions,ctr,position
JOB_DETAILS,0,21,0,2.238095238095238
JOB_LISTING,9,260,0.03461538461538462,7.884615384615385
REVIEW_SNIPPET,2,2175,0.0009195402298850574,30.71264367816092
TRANSLATED_RESULT,16,3374,0.004742145820983995,7.144931831653824
