searchAppearance,clicks,impressions,ctr,position
JOB_DETAILS,0,17,0,2
JOB_LISTING,7,237,0.029535864978902954,7.713080168776371
REVIEW_SNIPPET,1,782,0.0012787723785166241,23.971867007672635
TRANSLATED_RESULT,16,3288,0.004866180048661801,7.106751824817518
